"","form","lemma"
"24261","usnimiş","us-niman"
"24262","usnimiş","us-niman"
"24263","şata","sa"
"24264","şata","sa"
"24265","waurd","waurd"
"24266","waurd","waurd"
"24267","af","af"
"24268","hairtin","hairto"
"24269","ize","izei"
"24270","ize","is"
"24271","ize","is"
"24272","ei","ei"
"24273","galaubjandans","ga-laubjan"
"24274","galaubjandans","ga-laubjan"
"24275","ni","ni"
"24276","ganisaina","ga-nisan"
"24277","iş","iş"
"24278","şai","sa"
"24279","ana","ana"
"24280","ana","ana"
"24281","şamma","sa"
"24282","şamma","sa"
"24283","staina","stains"
"24284","ize","izei"
"24285","ize","is"
"24286","ize","is"
"24287","şan","şan"
"24288","hausjand","hausjan"
"24289","miş","miş"
"24290","andnimand","and-niman"
"24291","şata","sa"
"24292","şata","sa"
"24293","waurd","waurd"
"24294","waurd","waurd"
"24295","jah","jah"
"24296","şai","sa"
"24297","waurtins","waurts"
"24298","ni","ni"
"24299","haband","haban"
"24300","şaiei","saei"
"24301","du","du"
"24302","du","du"
"24303","du","du"
"24304","mela","mel"
"24305","mela","mel"
"24306","mela","mel"
"24307","mela","mela"
"24308","galaubjand","ga-laubjan"
"24309","jah","jah"
"24310","in","in"
"24311","mela","mel"
"24312","mela","mela"
"24313","mela","mel"
"24314","mela","mel"
"24315","fraistubnjos","fraistubni"
"24316","fraistubnjos","fraistubni"
"24317","fraistubnjos","fraistubni"
"24318","afstandand","af-standan"
"24319","iş","iş"
"24320","şata","sa"
"24321","şata","sa"
"24322","in","in"
"24323","şaurnuns","şaurnus"
"24324","gadriusando","ga-driusan"
"24325","gadriusando","ga-driusan"
"24326","şai","sa"
"24327","sind","wisan"
"24328","şai","sa"
"24329","gahausjandans","ga-hausjan"
"24330","gahausjandans","ga-hausjan"
"24331","jah","jah"
"24332","af","af"
"24333","saurgom","saurga"
"24334","jah","jah"
"24335","gabein","gabei"
"24336","gabein","gabei"
"24337","jah","jah"
"24338","gabaurjoşum","gabaurjoşus"
"24339","şizos","sa"
"24340","libainais","libains"
"24341","gaggandans","gaggan"
"24342","gaggandans","gaggan"
"24343","af<U+0195>apnand","af-<U+0195>apnan"
"24344","jah","jah"
"24345","ni","ni"
"24346","gawrisqand","ga-wrisqan"
"24347","iş","iş"
"24348","şata","sa"
"24349","şata","sa"
"24350","ana","ana"
"24351","ana","ana"
"24352","şizai","sa"
"24353","godon","goşs"
"24354","godon","goşs"
"24355","airşai","airşa"
"24356","şai","sa"
"24357","sind","wisan"
"24358","şai","sa"
"24359","ize","izei"
"24360","ize","is"
"24361","ize","is"
"24362","in","in"
"24363","hairtin","hairto"
"24364","godamma","goşs"
"24365","godamma","goşs"
"24366","jah","jah"
"24367","seljamma","sels"
"24368","seljamma","sels"
"24369","gahausjandans","ga-hausjan"
"24370","gahausjandans","ga-hausjan"
"24371","şata","sa"
"24372","şata","sa"
"24373","waurd","waurd"
"24374","waurd","waurd"
"24375","gahaband","ga-haban"
"24376","jah","jah"
"24377","akran","akran"
"24378","akran","akran"
"24379","bairand","bairan"
"24380","in","in"
"24381","şulainai","şulains"
"24382","aşşan","aşşan"
"24383","ni","ni"
"24384","manna","manna"
"24385","lukarn","lukarn"
"24386","lukarn","lukarn"
"24387","tandjands","tandjan"
"24388","dishuljiş","dis-huljan"
"24389","dishuljiş","dis-huljan"
"24390","dishuljiş","dis-huljan"
"24391","ita","is"
"24392","ita","itan"
"24393","ita","is"
"24394","kasa","kas"
"24395","kasa","kas"
"24396","kasa","kas"
"24397","aişşau","aişşau"
"24398","uf","uf"
"24399","ligr","ligrs"
"24400","ligr","ligrs"
"24401","satjiş","satjan"
"24402","satjiş","satjan"
"24403","satjiş","satjan"
"24404","ak","ak"
"24405","ana","ana"
"24406","ana","ana"
"24407","lukarnastaşin","lukarnastaşa"
"24408","gasatjiş","ga-satjan"
"24409","gasatjiş","ga-satjan"
"24410","gasatjiş","ga-satjan"
"24411","ei","ei"
"24412","şai","sa"
"24413","inngaggandans","inn-gaggan"
"24414","inngaggandans","inn-gaggan"
"24415","sai<U+0195>aina","sai<U+0195>an"
"24416","ni","ni"
"24417","auk","auk"
"24418","ist","wisan"
"24419","analaugn","analaugns"
"24420","analaugn","analaugns"
"24421","şatei","şatei"
"24422","şatei","saei"
"24423","şatei","saei"
"24424","swikunş","swikunşs"
"24425","swikunş","swikunşs"
"24426","ni","ni"
"24427","wairşai","wairşs"
"24428","wairşai","wairşs"
"24429","wairşai","wairşan"
"24430","nih","nih"
"24431","fulgin","fulgins"
"24432","fulgin","fulgins"
"24433","şatei","şatei"
"24434","şatei","saei"
"24435","şatei","saei"
"24436","ni","ni"
"24437","gakunnaidau","ga-kunnan"
"24438","gakunnaidau","ga-kunnan"
"24439","jah","jah"
"24440","in","in"
"24441","qimai","qiman"
"24442","sai<U+0195>iş","sai<U+0195>an"
"24443","sai<U+0195>iş","sai<U+0195>an"
"24444","sai<U+0195>iş","sai<U+0195>an"
"24445","nu","nu"
"24446","nu","nu"
"24447","<U+0195>aiwa","<U+0195>aiwa"
"24448","hauseiş","hausjan"
"24449","hauseiş","hausjan"
"24450","hauseiş","hausjan"
"24451","unte","unte"
"24452","saei","saei"
"24453","habaiş","haban"
"24454","habaiş","haban"
"24455","habaiş","haban"
"24456","habaiş","haban"
"24457","habaiş","haban"
"24458","habaiş","haban"
"24459","gibada","giban"
"24460","gibada","giban"
"24461","imma","is"
"24462","imma","is"
"24463","jah","jah"
"24464","saei","saei"
"24465","ni","ni"
"24466","habaiş","haban"
"24467","habaiş","haban"
"24468","habaiş","haban"
"24469","habaiş","haban"
"24470","habaiş","haban"
"24471","habaiş","haban"
"24472","jah","jah"
"24473","şatei","şatei"
"24474","şatei","saei"
"24475","şatei","saei"
"24476","şugkeiş","şugkjan"
"24477","şugkeiş","şugkjan"
"24478","şugkeiş","şugkjan"
"24479","haban","haban"
"24480","afnimada","af-niman"
"24481","afnimada","af-niman"
"24482","af","af"
"24483","imma","is"
"24484","imma","is"
"24485","atiddjedun","at-gaggan"
"24486","şan","şan"
"24487","du","du"
"24488","du","du"
"24489","du","du"
"24490","imma","is"
"24491","imma","is"
"24492","aişei","aişei"
"24493","jah","jah"
"24494","broşrjus","broşar"
"24495","is","is"
"24496","is","is"
"24497","is","is"
"24498","is","wisan"
"24499","jah","jah"
"24500","ni","ni"
"24501","mahtedun","magan"
"24502","andqişan","and-qişan"
"24503","andqişan","and-qişan"
"24504","andqişan","and-qişan"
"24505","imma","is"
"24506","imma","is"
"24507","faura","faura"
"24508","faura","faura"
"24509","managein","managei"
"24510","managein","managei"
"24511","jah","jah"
"24512","gataihan","ga-teihan"
"24513","gataihan","ga-teihan"
"24514","warş","wairşan"
"24515","warş","wairşan"
"24516","imma","is"
"24517","imma","is"
"24518","şatei","şatei"
"24519","şatei","saei"
"24520","şatei","saei"
"24521","aişei","aişei"
"24522","şeina","şu"
"24523","şeina","şeins"
"24524","şeina","şeins"
"24525","şeina","şeins"
"24526","şeina","şeins"
"24527","jah","jah"
"24528","broşrjus","broşar"
"24529","şeinai","şeins"
"24530","şeinai","şeins"
"24531","standand","standan"
"24532","uta","uta"
"24533","gasai<U+0195>an","ga-sai<U+0195>an"
"24534","gasai<U+0195>an","ga-sai<U+0195>an"
"24535","gasai<U+0195>an","ga-sai<U+0195>an"
"24536","şuk","şu"
"24537","gairnjandona","gairnjan"
"24538","gairnjandona","gairnjan"
"24539","iş","iş"
"24540","is","is"
"24541","is","wisan"
"24542","is","is"
"24543","is","is"
"24544","andhafjands","and-hafjan"
"24545","qaş","qişan"
"24546","qaş","qişan"
"24547","du","du"
"24548","du","du"
"24549","du","du"
"24550","im","is"
"24551","im","is"
"24552","im","is"
"24553","aişei","aişei"
"24554","meina","meins"
"24555","meina","meins"
"24556","meina","meins"
"24557","meina","ik"
"24558","meina","meins"
"24559","jah","jah"
"24560","broşrjus","broşar"
"24561","meinai","meins"
"24562","meinai","meins"
"24563","şai","sa"
"24564","sind","wisan"
"24565","şai","sa"
"24566","waurd","waurd"
"24567","waurd","waurd"
"24568","gudis","guş"
"24569","gahausjandans","ga-hausjan"
"24570","gahausjandans","ga-hausjan"
"24571","jah","jah"
"24572","taujandans","taujan"
"24573","taujandans","taujan"
"24574","warş","wairşan"
"24575","warş","wairşan"
"24576","şan","şan"
"24577","in","in"
"24578","ainamma","ains"
"24579","ainamma","ains"
"24580","şize","sa"
"24581","şize","sa"
"24582","dage","dags"
"24583","jah","jah"
"24584","is","wisan"
"24585","is","is"
"24586","is","is"
"24587","is","is"
"24588","galaiş","ga-leişan"
"24589","galaiş","ga-leişan"
"24590","in","in"
"24591","skip","skip"
"24592","skip","skip"
"24593","jah","jah"
"24594","siponjos","siponeis"
"24595","is","is"
"24596","is","wisan"
"24597","is","is"
"24598","is","is"
"24599","jah","jah"
"24600","qaş","qişan"
"24601","qaş","qişan"
"24602","du","du"
"24603","du","du"
"24604","du","du"
"24605","im","is"
"24606","galeişam","ga-leişan"
"24607","galeişam","ga-leişan"
"24608","hindar","hindar"
"24609","şana","sa"
"24610","marisaiw","marisaiws"
"24611","jah","jah"
"24612","galişun","ga-leişan"
"24613","şaruh","şaruh"
"24614","şaruh","şaruh"
"24615","şan","şan"
"24616","şan","şan"
"24617","şan","şan"
"24618","swe","swe"
"24619","faridedun","farjan"
"24620","anasaislep","ana-slepan"
"24621","anasaislep","ana-slepan"
"24622","jah","jah"
"24623","atiddja","at-gaggan"
"24624","atiddja","at-gaggan"
"24625","skura","skura"
"24626","skura","skura"
"24627","windis","winds"
"24628","in","in"
"24629","şana","sa"
"24630","marisaiw","marisaiws"
"24631","jah","jah"
"24632","gafullnodedun","ga-fullnan"
"24633","jah","jah"
"24634","birekjai","birekjai"
"24635","waurşun","wairşan"
"24636","duatgaggandans","du-atgaggan"
"24637","duatgaggandans","du-atgaggan"
"24638","şan","şan"
"24639","şan","şan"
"24640","şan","şan"
"24641","urraisidedun","ur-raisjan"
"24642","ina","is"
"24643","qişandans","qişan"
"24644","qişandans","qişan"
"24645","talzjand","talzjan"
"24646","talzjand","talzjands"
"24647","talzjand","talzjands"
"24648","talzjand","talzjands"
"24649","fraqistnam","fra-qistnan"
"24650","fraqistnam","fra-qistnan"
"24651","iş","iş"
"24652","is","is"
"24653","is","wisan"
"24654","is","is"
"24655","is","is"
"24656","urreisands","ur-reisan"
"24657","gasok","ga-sakan"
"24658","gasok","ga-sakan"
"24659","winda","winds"
"24660","jah","jah"
"24661","şamma","sa"
"24662","şamma","sa"
"24663","wega","wegs"
"24664","watins","wato"
"24665","jah","jah"
"24666","anaslawaidedun","ana-slawan"
"24667","jah","jah"
"24668","warş","wairşan"
"24669","warş","wairşan"
"24670","wis","wis"
"24671","wis","wisan"
"24672","wis","wisan"
"24673","wis","wis"
"24674","qaş","qişan"
"24675","qaş","qişan"
"24676","şan","şan"
"24677","du","du"
"24678","du","du"
"24679","du","du"
"24680","im","is"
"24681","<U+0195>ar","<U+0195>ar"
"24682","ist","wisan"
"24683","galaubeins","galaubeins"
"24684","galaubeins","galaubeins"
"24685","izwara","izwar"
"24686","izwara","izwar"
"24687","izwara","izwar"
"24688","izwara","şu"
"24689","izwara","izwar"
"24690","ogandans","ogan"
"24691","ogandans","ogan"
"24692","şan","şan"
"24693","şan","şan"
"24694","şan","şan"
"24695","sildaleikidedun","sildaleikjan"
"24696","qişandans","qişan"
"24697","qişandans","qişan"
"24698","du","du"
"24699","du","du"
"24700","du","du"
"24701","sis","sik"
"24702","sis","sik"
"24703","sis","sik"
"24704","misso","misso"
"24705","<U+0195>as","<U+0195>as"
"24706","siai","wisan"
"24707","sa","sa"
"24708","ei","ei"
"24709","jah","jah"
"24710","windam","winds"
"24711","faurbiudiş","faur-biudan"
"24712","faurbiudiş","faur-biudan"
"24713","faurbiudiş","faur-biudan"
"24714","jah","jah"
"24715","watnam","wato"
"24716","jah","jah"
"24717","ufhausjand","uf-hausjan"
"24718","imma","is"
"24719","imma","is"
"24720","jah","jah"
"24721","atfaridedun","at-farjan"
"24722","in","in"
"24723","gawi","gawi"
"24724","gawi","gawi"
"24725","Gaddarene","Gaddarenus"
"24726","şatei","şatei"
"24727","şatei","saei"
"24728","şatei","saei"
"24729","ist","wisan"
"24730","wişrawairş","wişrawairşs"
"24731","wişrawairş","wişrawairşs"
"24732","Galeilaia","Galeilaia"
"24733","Galeilaia","Galeilaia"
"24734","usgaggandin","us-gaggan"
"24735","usgaggandin","us-gaggan"
"24736","şan","şan"
"24737","şan","şan"
"24738","imma","is"
"24739","imma","is"
"24740","ana","ana"
"24741","ana","ana"
"24742","airşa","airşa"
"24743","airşa","airşa"
"24744","gamotida","ga-motjan"
"24745","gamotida","ga-motjan"
"24746","gamotida","ga-motjan"
"24747","gamotida","ga-motjan"
"24748","gamotida","ga-motjan"
"24749","gamotida","ga-motjan"
"24750","gamotida","ga-motjan"
"24751","imma","is"
"24752","imma","is"
"24753","wair","wair"
"24754","wair","wair"
"24755","wair","wair"
"24756","sums","sums"
"24757","us","us"
"24758","baurg","baurgs"
"24759","baurg","baurgs"
"24760","saei","saei"
"24761","habaida","haban"
"24762","habaida","haban"
"24763","habaida","haban"
"24764","habaida","haban"
"24765","habaida","haban"
"24766","habaida","haban"
"24767","habaida","haban"
"24768","unhulşons","unhulşo"
"24769","unhulşons","unhulşo"
"24770","unhulşons","unhulşo"
"24771","mela","mel"
"24772","mela","mela"
"24773","mela","mel"
"24774","mela","mel"
"24775","lagga","laggs"
"24776","lagga","laggs"
"24777","lagga","laggs"
"24778","lagga","laggs"
"24779","lagga","laggs"
"24780","jah","jah"
"24781","wastjom","wasti"
"24782","ni","ni"
"24783","gawasişs","ga-wasjan"
"24784","was","wisan"
"24785","was","wisan"
"24786","was","wisan"
"24787","was","wisan"
"24788","was","wisan"
"24789","was","wisan"
"24790","jah","jah"
"24791","in","in"
"24792","garda","garda"
"24793","garda","gards"
"24794","ni","ni"
"24795","gawas","ga-wisan"
"24796","gawas","ga-wisan"
"24797","ak","ak"
"24798","in","in"
"24799","hlaiwasnom","hlaiwasnos"
"24800","gasai<U+0195>ands","ga-sai<U+0195>an"
"24801","şan","şan"
"24802","Iesu","Iesus"
"24803","Iesu","Iesus"
"24804","Iesu","Iesus"
"24805","jah","jah"
"24806","ufhropjands","uf-hropjan"
"24807","draus","driusan"
"24808","draus","driusan"
"24809","du","du"
"24810","du","du"
"24811","du","du"
"24812","imma","is"
"24813","imma","is"
"24814","jah","jah"
"24815","stibnai","stibna"
"24816","mikilai","mikils"
"24817","mikilai","mikils"
"24818","qaş","qişan"
"24819","qaş","qişan"
"24820","<U+0195>a","<U+0195>as"
"24821","<U+0195>a","<U+0195>as"
"24822","mis","ik"
"24823","jah","jah"
"24824","şus","şu"
"24825","Iesu","Iesus"
"24826","Iesu","Iesus"
"24827","Iesu","Iesus"
"24828","sunau","sunus"
"24829","sunau","sunus"
"24830","gudis","guş"
"24831","hauhistins","hauhs"
"24832","hauhistins","hauhs"
"24833","bidja","bidjan"
"24834","şuk","şu"
"24835","ni","ni"
"24836","balwjais","balwjan"
"24837","mis","ik"
"24838","unte","unte"
"24839","ahmin","ahma"
"24840","şamma","sa"
"24841","şamma","sa"
"24842","unhrainjin","unhrains"
"24843","unhrainjin","unhrains"
"24844","usgaggan","us-gaggan"
"24845","usgaggan","us-gaggan"
"24846","usgaggan","us-gaggan"
"24847","af","af"
"24848","şamma","sa"
"24849","şamma","sa"
"24850","mann","manna"
"24851","manag","manags"
"24852","manag","manags"
"24853","auk","auk"
"24854","mel","mel"
"24855","mel","mel"
"24856","frawalw","fra-wilwan"
"24857","frawalw","fra-wilwan"
"24858","ina","is"
"24859","jah","jah"
"24860","bundans","bindan"
"24861","was","wisan"
"24862","was","wisan"
"24863","was","wisan"
"24864","was","wisan"
"24865","was","wisan"
"24866","was","wisan"
"24867","eisarnabandjom","eisarnabandi"
"24868","jah","jah"
"24869","fotubandjom","fotubandi"
"24870","fastaişs","fastan"
"24871","was","wisan"
"24872","was","wisan"
"24873","was","wisan"
"24874","was","wisan"
"24875","was","wisan"
"24876","was","wisan"
"24877","jah","jah"
"24878","dishniupands","dis-hniupan"
"24879","şos","sa"
"24880","şos","sa"
"24881","bandjos","bandi"
"24882","bandjos","bandi"
"24883","bandjos","bandi"
"24884","draibişs","draibjan"
"24885","was","wisan"
"24886","was","wisan"
"24887","was","wisan"
"24888","was","wisan"
"24889","was","wisan"
"24890","was","wisan"
"24891","fram","fram"
"24892","fram","fram"
"24893","şamma","sa"
"24894","şamma","sa"
"24895","unhulşin","unhulşa"
"24896","ana","ana"
"24897","ana","ana"
"24898","auşidos","auşida"
"24899","auşidos","auşida"
"24900","auşidos","auşida"
"24901","frah","fraihnan"
"24902","frah","fraihnan"
"24903","şan","şan"
"24904","ina","is"
"24905","Iesus","Iesus"
"24906","qişands","qişan"
"24907","<U+0195>a","<U+0195>as"
"24908","<U+0195>a","<U+0195>as"
"24909","ist","wisan"
"24910","namo","namo"
"24911","namo","namo"
"24912","şein","şeins"
"24913","şein","şeins"
"24914","şaruh","şaruh"
"24915","şaruh","şaruh"
"24916","qaş","qişan"
"24917","qaş","qişan"
"24918","harjis","harjis"
"24919","harjis","harjis"
"24920","unte","unte"
"24921","unhulşons","unhulşo"
"24922","unhulşons","unhulşo"
"24923","unhulşons","unhulşo"
"24924","managos","manags"
"24925","managos","manags"
"24926","galişun","ga-leişan"
"24927","in","in"
"24928","ina","is"
"24929","jah","jah"
"24930","ina","is"
"24931","ei","ei"
"24932","ni","ni"
"24933","anabudi","ana-biudan"
"24934","im","is"
"24935","im","is"
"24936","im","is"
"24937","in","in"
"24938","afgrundişa","afgrundişa"
"24939","afgrundişa","afgrundişa"
"24940","galeişan","ga-leişan"
"24941","jainar","jainar"
"24942","hairda","hairda"
"24943","hairda","hairda"
"24944","sweine","swein"
"24945","managaize","manags"
"24946","managaize","manags"
"24947","haldanaize","haldan"
